id,name,status,lastVerified,brand,street,locality,state,zip,citySlug,cityName,lat,lng,modalities,access,dropIn,dayPass,membershipMo,priceFrom,plungeF_low,plungeF_high,saunaF_low,saunaF_high,hours,website,bookingUrl,phone,url
"recovery-mode-new-york-ny","Recovery Mode","community","2026-08-02",,"30-29 Steinway Street","Queens","NY","11103","new-york-ny","New York","40.763103","-73.915543","cold_plunge|infrared_sauna|cryotherapy|compression|red_light","private_suite",,,,"",,,,,"Mon–Fri 8:00am–8:00pm, Sat–Sun 9:00am–6:00pm","https://www.recoverymodenyc.com/","https://recoverymode.as.me/","+1-929-666-1729","https://findsaunaplunge.com/venue/recovery-mode-new-york-ny/"
"remedy-place-flatiron-new-york-ny","Remedy Place Flatiron","community","2026-08-02","remedy-place","12 West 21st Street","New York","NY","10010","new-york-ny","New York","40.740377","-73.990944","cold_plunge|infrared_sauna|cryotherapy|red_light|compression","mixed",,,,"",,,,,"Mon–Thu 9:00am–8:00pm, Fri–Sun 9:00am–8:00pm","https://www.remedyplace.com/clubs/flatiron","https://remedyplace.zenoti.com/webstoreNew/services/e43a7f72-7f9d-400a-9715-f85d26f4a83b","+1-917-727-7950","https://findsaunaplunge.com/venue/remedy-place-flatiron-new-york-ny/"
"remedy-place-soho-new-york-ny","Remedy Place SoHo","community","2026-08-02","remedy-place","11 Greene Street","New York","NY","10013","new-york-ny","New York","40.720836","-74.002958","cold_plunge|infrared_sauna|cryotherapy|red_light|compression","unpublished",,,,"",,,,,"Mon–Fri 10:00am–8:00pm, Sat–Sun 10:00am–8:00pm","https://www.remedyplace.com/clubs/soho","https://reserve.remedyplace.com/webstoreNew/services/2f217228-0abf-4f49-8a33-d48f013d3893","+1-212-201-5707","https://findsaunaplunge.com/venue/remedy-place-soho-new-york-ny/"
"russian-turkish-baths-new-york-ny","Russian & Turkish Baths","community","2026-08-02",,"268 East 10th St","New York","NY","10009","new-york-ny","New York","40.72833","-73.983535","cold_plunge|traditional_sauna|steam_room","communal","60",,,"",,,,,"Open 365 days a year, noon–10:00pm (opening times vary by day; see the co-ed schedule)","https://www.russianturkishbaths.com/",,"+1-212-674-9250","https://findsaunaplunge.com/venue/russian-turkish-baths-new-york-ny/"
"spa-castle-new-york-new-york-ny","Spa Castle New York","community","2026-08-02",,"131-10 11th Ave","Queens","NY","11356","new-york-ny","New York","40.787696","-73.837195","cold_plunge|traditional_sauna|infrared_sauna|steam_room","communal",,"85","350","",,,,,"Open daily 9:00am–9:30pm (departments vary)","https://ny.spacastleusa.com/",,"+1-718-939-6300","https://findsaunaplunge.com/venue/spa-castle-new-york-new-york-ny/"
"the-keylin-experience-spa-new-york-ny","The Keylin Experience Spa","community","2026-08-02",,"15 Canal Pl","Bronx","NY","10451","new-york-ny","New York","40.810621","-73.930467","infrared_sauna|red_light","private_suite","210",,,"",,,,,,"https://www.thekeylinspa.com/","https://www.thekeylinspa.com/book-online","+1-917-870-4598","https://findsaunaplunge.com/venue/the-keylin-experience-spa-new-york-ny/"
"the-rockaway-hotel-spa-new-york-ny","The Rockaway Hotel + Spa","community","2026-08-02",,"108-10 Rockaway Beach Dr.","Queens","NY","11694","new-york-ny","New York","40.581504","-73.829728","traditional_sauna|compression","mixed",,,,"",,,,,"Spa: Mon–Thu 9:00am–7:00pm, Fri–Sun 9:00am–8:00pm","https://www.therockawayhotel.com/wellness/rockaway-beach-hotel-spa","https://na.spatime.com/trh1694/73964821/home","+1-718-474-1216","https://findsaunaplunge.com/venue/the-rockaway-hotel-spa-new-york-ny/"
"wall-street-bath-spa-88-new-york-ny","Wall Street Bath & Spa 88","community","2026-08-02",,"88 Fulton Street","New York","NY","10038","new-york-ny","New York","40.709253","-74.005973","cold_plunge|traditional_sauna|infrared_sauna|steam_room","mixed",,"59.75",,"","52","52",,,"Open daily 12:00pm–10:30pm","http://spa88.com/","http://spa88.com/select-option","+1-212-766-8600","https://findsaunaplunge.com/venue/wall-street-bath-spa-88-new-york-ny/"
"world-spa-new-york-ny","World Spa","community","2026-08-02",,"1571 McDonald Ave","Brooklyn","NY","11230","new-york-ny","New York","40.614641","-73.974031","cold_plunge|traditional_sauna|infrared_sauna|steam_room","communal",,"99",,"","48","55",,,"Sun–Thu 10:00am–10:00pm, Fri–Sat 10:00am–midnight (last call 30 minutes before close)","https://worldspa.com/","https://shop.worldspa.com/tickets/category/394/","+1-718-500-3772","https://findsaunaplunge.com/venue/world-spa-new-york-ny/"
"life-time-sky-manhattan-new-york-ny","Life Time Sky (Manhattan)","brand_import","2026-08-26","life-time","605 West 42nd Street","New York","NY","10036","new-york-ny","New York","40.76106177","-73.99846781","cold_plunge","communal",,,,"",,,,,"Mon–Fri 5:00am–11:00pm, Sat–Sun 6:00am–10:00pm","https://www.lifetime.life/locations/ny/sky-manhattan/amenities.html",,"+1-212-564-1300","https://findsaunaplunge.com/venue/life-time-sky-manhattan-new-york-ny/"
"life-time-syosset-new-york-ny","Life Time Syosset","brand_import","2026-08-26","life-time","350 Robbins Ln","Syosset","NY","11791","new-york-ny","New York","40.79612346","-73.51694034","cold_plunge|steam_room|traditional_sauna","communal",,,,"",,,,,"Mon–Fri 4:00am–12:00am, Sat–Sun 5:00am–10:00pm","https://www.lifetime.life/locations/ny/syosset/amenities.html",,"+1-516-822-1777","https://findsaunaplunge.com/venue/life-time-syosset-new-york-ny/"
"equinox-domino-new-york-ny","Equinox Domino","brand_import","2026-08-26","equinox","24 River St","Brooklyn","NY","11249","new-york-ny","New York","40.713983","-73.9683593","cold_plunge|steam_room|traditional_sauna","communal",,,,"",,,,,"Mon–Thu 5:30am–11:00pm, Fri 5:30am–10:00pm, Sat–Sun 8:00am–9:00pm","https://www.equinox.com/clubs/new-york/brooklyn/domino",,"+1-347-272-1000","https://findsaunaplunge.com/venue/equinox-domino-new-york-ny/"
"equinox-hudson-yards-new-york-ny","Equinox Hudson Yards","brand_import","2026-08-26","equinox","32 Hudson Yards","New York","NY","10001","new-york-ny","New York","40.7547","-74.0038","cold_plunge|steam_room|traditional_sauna","communal",,,,"",,,,,,"https://www.equinox.com/clubs/new-york/midtown/hudsonyards",,"+1-212-620-0103","https://findsaunaplunge.com/venue/equinox-hudson-yards-new-york-ny/"
"restore-hyper-wellness-center-city-philadelphia-pa","Restore Hyper Wellness - Philadelphia, PA (Center City)","community","2026-08-16",,"1229 Chestnut St","Philadelphia","PA","19107","philadelphia-pa","Philadelphia","39.950515","-75.160678","cryotherapy|infrared_sauna|compression|red_light","unpublished",,,"170","",,,,,"Monday-Friday 10AM-7PM, Saturday 9AM-5PM, Sunday 12PM-4PM","https://www.restore.com/locations/pa-philadelphia-center-city-pa019","https://www.restore.com/locations/pa-philadelphia-center-city-pa019","+1-215-982-2637","https://findsaunaplunge.com/venue/restore-hyper-wellness-center-city-philadelphia-pa/"
"restore-hyper-wellness-media-philadelphia-pa","Restore Hyper Wellness - Media, PA","community","2026-08-16",,"1075 W. Baltimore Pike, Suite C","Media","PA","19063","philadelphia-pa","Philadelphia","39.914453","-75.430255","cryotherapy|infrared_sauna|compression|red_light","unpublished",,,"170","",,,,,"Monday-Friday 10AM-7PM, Saturday 9AM-5PM, Sunday 12PM-4PM","https://www.restore.com/locations/pa-media-pa016","https://www.restore.com/locations/pa-media-pa016","+1-484-442-8359","https://findsaunaplunge.com/venue/restore-hyper-wellness-media-philadelphia-pa/"
"restore-hyper-wellness-paoli-philadelphia-pa","Restore Hyper Wellness - Paoli, PA","community","2026-08-16",,"82 E Lancaster Ave, B-14","Paoli","PA","19301","philadelphia-pa","Philadelphia","40.041827","-75.485345","cryotherapy|infrared_sauna|compression|red_light","unpublished",,,"170","",,,,,"Monday-Friday 10AM-7PM, Saturday 9AM-5PM, Sunday 12PM-4PM","https://www.restore.com/locations/pa-paoli-pa007","https://www.restore.com/locations/pa-paoli-pa007","+1-610-590-7279","https://findsaunaplunge.com/venue/restore-hyper-wellness-paoli-philadelphia-pa/"
"restore-hyper-wellness-plymouth-meeting-philadelphia-pa","Restore Hyper Wellness - Plymouth Meeting, PA","community","2026-08-16",,"500 W Germantown Pike, #1195","Plymouth Meeting","PA","19462","philadelphia-pa","Philadelphia","40.114929","-75.285439","cryotherapy|infrared_sauna|compression|red_light","unpublished",,,"170","",,,,,"Monday-Friday 10AM-7PM, Saturday 9AM-5PM, Sunday 12PM-4PM","https://www.restore.com/locations/pa-plymouth-meeting-pa003","https://www.restore.com/locations/pa-plymouth-meeting-pa003","+1-484-368-3492","https://findsaunaplunge.com/venue/restore-hyper-wellness-plymouth-meeting-philadelphia-pa/"
"restore-hyper-wellness-warrington-philadelphia-pa","Restore Hyper Wellness - Warrington, PA","community","2026-08-16",,"1551 N Main St","Warrington","PA","18976","philadelphia-pa","Philadelphia","40.232044","-75.136154","cryotherapy|infrared_sauna|compression|red_light","unpublished",,,"170","",,,,,"Monday-Friday 10AM-7PM, Saturday 9AM-5PM, Sunday 12PM-4PM","https://www.restore.com/locations/pa-philadelphia-warrington-pa009","https://www.restore.com/locations/pa-philadelphia-warrington-pa009","+1-267-483-5273","https://findsaunaplunge.com/venue/restore-hyper-wellness-warrington-philadelphia-pa/"
"restore-hyper-wellness-collegeville-philadelphia-pa","Restore Hyper Wellness - Collegeville, PA","community","2026-08-16",,"121 Market Street, Store F-5A","Collegeville","PA","19426","philadelphia-pa","Philadelphia","40.166545","-75.4792","cryotherapy|infrared_sauna|compression|red_light","unpublished",,,,"",,,,,"Monday-Friday 10AM-7PM, Saturday 9AM-5PM, Sunday 12PM-4PM","https://www.restore.com/locations/pa-collegeville-pa011","https://www.restore.com/locations/pa-collegeville-pa011","+1-484-854-6984","https://findsaunaplunge.com/venue/restore-hyper-wellness-collegeville-philadelphia-pa/"
"restore-hyper-wellness-exton-philadelphia-pa","Restore Hyper Wellness - Exton, PA","community","2026-08-16",,"430 W Lincoln Hwy","Exton","PA","19341","philadelphia-pa","Philadelphia","40.02944","-75.614156","cryotherapy|infrared_sauna|compression|red_light","unpublished",,,"170","",,,,,"Monday-Friday 10AM-7PM, Saturday 9AM-5PM, Sunday 12PM-4PM","https://www.restore.com/locations/pa-exton-pa005","https://www.restore.com/locations/pa-exton-pa005","+1-484-879-6048","https://findsaunaplunge.com/venue/restore-hyper-wellness-exton-philadelphia-pa/"
"formation-sauna-wellness-philadelphia-pa","FORMATION sauna + wellness","community","2026-08-16",,"305 Brown Street","Philadelphia","PA","19123","philadelphia-pa","Philadelphia","39.963573","-75.143367","cold_plunge|traditional_sauna","unpublished","85",,,"",,,,,,"https://www.formationsauna.com","https://www.formationsauna.com/services","+1-267-324-3193","https://findsaunaplunge.com/venue/formation-sauna-wellness-philadelphia-pa/"
"the-j-spot-philadelphia-pa","The J Spot","community","2026-08-16",,"501 S 22nd St","Philadelphia","PA","19146","philadelphia-pa","Philadelphia","39.945949","-75.178341","cold_plunge|infrared_sauna","unpublished",,,,"",,,,,"Tuesday-Thursday 9:00 AM-6:00 PM, Friday 9:00 AM-4:00 PM, Saturday 9:00 AM-3:00 PM, Sunday 9:00 AM-1:00 PM, Monday Closed","https://jspotwellness.com/","https://jspotwellness.com/service/cold-plunge-sauna-in-philadelphia-pa/","+1-215-437-7300","https://findsaunaplunge.com/venue/the-j-spot-philadelphia-pa/"
"the-fox-den-wellness-exton-philadelphia-pa","The Fox Den Wellness","community","2026-08-16",,"701 Old Valley Road","Exton","PA","19341","philadelphia-pa","Philadelphia","40.043403","-75.623014","cold_plunge|traditional_sauna","unpublished","45",,,"",,,,,,"https://www.thefoxdenwellness.com","https://www.thefoxdenwellness.com/services",,"https://findsaunaplunge.com/venue/the-fox-den-wellness-exton-philadelphia-pa/"
"revive-hive-newtown-philadelphia-pa","Revive Hive","community","2026-08-16",,"254 N Sycamore Street","Newtown","PA","18940","philadelphia-pa","Philadelphia","40.233447","-74.937845","cold_plunge|cryotherapy|infrared_sauna|traditional_sauna|red_light","unpublished",,,,"",,,,,"Monday-Thursday 9am-8pm, Friday 9am-5pm, Saturday 9am-4pm, Sunday 10am-3pm","https://www.revivehive.com/home","https://www.revivehive.com/home","+1-215-902-9797","https://findsaunaplunge.com/venue/revive-hive-newtown-philadelphia-pa/"
"recover-cold-plunge-doylestown-philadelphia-pa","Recover Cold Plunge","community","2026-08-16",,"906 Town Center","Doylestown","PA","18901","philadelphia-pa","Philadelphia","40.298504","-75.189996","cold_plunge|infrared_sauna|float","unpublished",,,"27","",,,,,,"https://www.recovercoldplunge.com/","https://www.recovercoldplunge.com/pricing/","+1-267-346-4357","https://findsaunaplunge.com/venue/recover-cold-plunge-doylestown-philadelphia-pa/"
"lily-oak-wellness-spa-haverford-philadelphia-pa","Lily & Oak Wellness Spa","community","2026-08-16",,"510 West Lancaster Avenue","Haverford","PA","19041","philadelphia-pa","Philadelphia","40.015795","-75.306868","cryotherapy|infrared_sauna","unpublished","55",,,"",,,,,,"https://lilyoakspa.com","https://lilyoakspa.com/cryo","+1-484-380-2083","https://findsaunaplunge.com/venue/lily-oak-wellness-spa-haverford-philadelphia-pa/"
"dtxfy-manayunk-philadelphia-pa","dtXfy (Manayunk)","community","2026-08-16",,"4328 Main St","Philadelphia","PA","19127","philadelphia-pa","Philadelphia","40.025175","-75.223064","cold_plunge|infrared_sauna|red_light|pemf","unpublished",,,,"",,,,,"Monday 8am-6pm, Tuesday 8am-8pm, Wednesday 8am-6pm, Thursday 8am-8pm, Friday 8am-6pm, Saturday 9am-5pm, Sunday 10am-6pm","https://www.dtxfyme.com/","https://www.dtxfyme.com/manayunk/","+1-267-297-8122","https://findsaunaplunge.com/venue/dtxfy-manayunk-philadelphia-pa/"
"aura-esthetic-spa-sauna-southampton-philadelphia-pa","Aura Esthetic Spa & Sauna","community","2026-08-16",,"98 Buck Rd","Southampton","PA","18966","philadelphia-pa","Philadelphia","40.209505","-74.952559","cold_plunge|traditional_sauna|steam_room","unpublished",,,,"",,,,,"Monday-Sunday 9:00 am-9:00 pm","https://auraspasauna.com/","https://auraspasauna.com/services/bath-house/","+1-215-322-3033","https://findsaunaplunge.com/venue/aura-esthetic-spa-sauna-southampton-philadelphia-pa/"
"springfield-ymca-philadelphia-pa","Springfield Community YMCA","community","2026-08-16",,"194 W. Sproul Rd","Springfield","PA","19064","philadelphia-pa","Philadelphia","39.922236","-75.348402","cold_plunge|traditional_sauna|steam_room","unpublished",,,"45","",,,,,,"https://cyedc.org/locations/springfield/","https://cyedc.org/locations/springfield/membership-rates/",,"https://findsaunaplunge.com/venue/springfield-ymca-philadelphia-pa/"
"sporting-club-bellevue-philadelphia-pa","The Sporting Club at The Bellevue","community","2026-08-16",,"224 S Broad St FL 8","Philadelphia","PA","19102","philadelphia-pa","Philadelphia","39.948658","-75.164562","cold_plunge|traditional_sauna|steam_room","unpublished",,,"215","",,,,,,"https://www.sportingclubbellevue.com","https://www.sportingclubbellevue.com","+1-215-985-9876","https://findsaunaplunge.com/venue/sporting-club-bellevue-philadelphia-pa/"
"surge-sauna-cold-plunge-downingtown-philadelphia-pa","Surge Sauna & Cold Plunge","community","2026-08-16",,"1150 Boot Rd Suite 5","Downingtown","PA","19335","philadelphia-pa","Philadelphia","40.00592","-75.665068","cold_plunge|traditional_sauna|red_light|compression","unpublished",,"35",,"",,,,,,"https://www.surgesaunacoldplunge.com","https://surgesaunacoldplunge.pushpress.com","+1-610-455-4555","https://findsaunaplunge.com/venue/surge-sauna-cold-plunge-downingtown-philadelphia-pa/"
"nirvana-wellness-med-spa-philadelphia-pa","Nirvana Wellness Med Spa","community","2026-08-16",,"516 N 5th St, Unit 116","Philadelphia","PA","19122","philadelphia-pa","Philadelphia","39.961436","-75.146599","infrared_sauna","unpublished","35",,,"",,,,,,"https://www.nirvanawellnessmedspa.com/infraredsauna","https://www.nirvanawellnessmedspa.com/infraredsauna","+1-267-764-2835","https://findsaunaplunge.com/venue/nirvana-wellness-med-spa-philadelphia-pa/"
"float-and-freeze-ardmore-philadelphia-pa","Float & Freeze","community","2026-08-16",,"24 West Lancaster Avenue","Ardmore","PA","19003","philadelphia-pa","Philadelphia","40.008123","-75.29164","cold_plunge|infrared_sauna|float","unpublished",,,,"",,,,,"Monday 3pm-8pm, Tuesday Closed, Wednesday 11am-8pm, Thursday 11am-8pm, Friday 9am-8pm, Saturday 10am-6pm, Sunday 9am-7pm","https://www.floatandfreeze.com","https://www.floatandfreeze.com/pricing",,"https://findsaunaplunge.com/venue/float-and-freeze-ardmore-philadelphia-pa/"
"restore-hyper-wellness-marlton-philadelphia-pa","Restore Hyper Wellness - Marlton, NJ","community","2026-08-16",,"1041 New Jersey 73","Marlton","NJ","08053","philadelphia-pa","Philadelphia","39.910607","-74.941789","cryotherapy|infrared_sauna|compression|red_light","unpublished",,,"170","",,,,,"Monday-Friday 10AM-7PM, Saturday 9AM-5PM, Sunday 11AM-5PM","https://www.restore.com/locations/nj-marlton-nj001","https://www.restore.com/locations/nj-marlton-nj001","+1-856-595-9027","https://findsaunaplunge.com/venue/restore-hyper-wellness-marlton-philadelphia-pa/"
"fire-ice-x-maple-shade-philadelphia-pa","Fire & Ice X","community","2026-08-16",,"300 S Lenola Rd","Maple Shade","NJ","08052","philadelphia-pa","Philadelphia","39.949292","-74.971951","cold_plunge|traditional_sauna|steam_room","unpublished","30",,"135","",,,,,,"https://www.fireicex.com","https://www.fireicex.com/pricing","+1-856-533-8905","https://findsaunaplunge.com/venue/fire-ice-x-maple-shade-philadelphia-pa/"
"life-time-mount-laurel-philadelphia-pa","Life Time Mount Laurel","brand_import","2026-08-26","life-time","3939 Church Rd","Mount Laurel","NJ","08054","philadelphia-pa","Philadelphia","39.92750488","-74.96512858","cold_plunge|steam_room|traditional_sauna","communal",,,,"",,,,,"Mon–Fri 4:00am–12:00am, Sat–Sun 5:00am–10:00pm","https://www.lifetime.life/locations/nj/mount-laurel/amenities.html",,"+1-856-813-3100","https://findsaunaplunge.com/venue/life-time-mount-laurel-philadelphia-pa/"
